Material_ID;Category;Range;Nature;Sub_Brand;Franchise;Fonction;Status;Saisonnalite;Date_de_Fin_De_Vie_EUROPE;Date_de_Fin_De_Vie_ASIA;Date_de_Lancement_WW
Material_ID_558;MAKE UP;Range_1;Nature_1;Sub_Brand_9;Franchise_129;LIQUID;ACTIVE;FALL20;01/02/2023;01/02/2024;01/09/2020
Material_ID_559;MAKE UP;Range_1;Nature_1;Sub_Brand_9;Franchise_129;LIQUID;ACTIVE;FALL20;01/02/2023;;01/09/2020
Material_ID_560;FRAGRANCE;Range_16;Nature_38;Sub_Brand_53;Franchise_136;ALCOHOL;ACTIVE;SUMBIS20;01/04/2023;;01/06/2020
Material_ID_561;FRAGRANCE;Range_16;Nature_38;Sub_Brand_53;Franchise_136;ALCOHOL;ACTIVE;SUMBIS20;01/04/2023;;01/06/2020
Material_ID_562;FRAGRANCE;Range_16;Nature_38;Sub_Brand_53;Franchise_136;ALCOHOL;ACTIVE;SUMBIS20;01/04/2023;;01/06/2020
Material_ID_563;FRAGRANCE;Range_16;Nature_38;Sub_Brand_53;Franchise_136;ALCOHOL;ACTIVE;SUMBIS20;01/04/2023;;01/06/2020
Material_ID_564;FRAGRANCE;Range_16;Nature_38;Sub_Brand_53;Franchise_136;ALCOHOL;ACTIVE;SUMBIS20;01/04/2023;;01/06/2020
Material_ID_565;FRAGRANCE;Range_16;Nature_38;Sub_Brand_53;Franchise_136;ALCOHOL;ACTIVE;SUMBIS20;01/04/2023;;01/06/2020
Material_ID_566;MAKE UP;Range_6;Nature_25;Sub_Brand_30;Franchise_144;GLOSS;ACTIVE;SUMBIS20;;;01/06/2020
Material_ID_567;MAKE UP;Range_6;Nature_25;Sub_Brand_30;Franchise_144;GLOSS;ACTIVE;SUMBIS20;;;01/06/2020
Material_ID_568;MAKE UP;Range_6;Nature_25;Sub_Brand_30;Franchise_144;GLOSS;ACTIVE;SUMBIS20;01/02/2023;01/02/2023;01/06/2020
Material_ID_569;SKINCARE;Range_12;Nature_19;Sub_Brand_22;Franchise_145;FIBER MASKS;ACTIVE;FALL20;01/02/2024;;01/09/2020
Material_ID_570;ACCESSORIES;Range_2;Nature_2;Sub_Brand_26;Franchise_146;SKINCARE ACCESSORIES;ACTIVE;SUM19;01/09/2022;;01/04/2019
Material_ID_571;MAKE UP;Range_1;Nature_1;Sub_Brand_1;Franchise_142;CRAYON;ACTIVE;SP21;01/04/2024;;01/02/2021
Material_ID_572;MAKE UP;Range_1;Nature_1;Sub_Brand_1;Franchise_142;CRAYON;ACTIVE;SP21;01/04/2024;;01/02/2021
Material_ID_573;MAKE UP;Range_8;Nature_22;Sub_Brand_25;Franchise_75;LIQUID FOUNDATION;ACTIVE;SP20;01/09/2022;;01/02/2020
Material_ID_574;MAKE UP;Range_8;Nature_22;Sub_Brand_25;Franchise_143;LIQUID FOUNDATION;ACTIVE;FALL20;01/09/2022;;01/09/2020
Material_ID_575;MAKE UP;Range_8;Nature_22;Sub_Brand_25;Franchise_143;LIQUID FOUNDATION;ACTIVE;FALL20;01/09/2024;;01/09/2020
Material_ID_576;MAKE UP;Range_8;Nature_22;Sub_Brand_25;Franchise_143;LIQUID FOUNDATION;ACTIVE;FALL20;01/09/2024;;01/09/2020
Material_ID_577;MAKE UP;Range_1;Nature_1;Sub_Brand_1;Franchise_6;CRAYON;ACTIVE;SP20;01/02/2023;01/06/2023;01/02/2020
Material_ID_578;MAKE UP;Range_1;Nature_1;Sub_Brand_1;Franchise_6;CRAYON;;;;;
Material_ID_579;MAKE UP;Range_8;Nature_35;Sub_Brand_49;Franchise_141;PALETTES;ONE SHOT;SUM20;01/02/2023;;01/04/2020
Material_ID_580;MAKE UP;Range_6;Nature_6;Sub_Brand_6;Franchise_147;LIPSTICK;ACTIVE;FALL21;01/09/2023;;01/09/2021
Material_ID_581;MAKE UP;Range_6;Nature_6;Sub_Brand_6;Franchise_147;LIPSTICK;ACTIVE;SP21;01/09/2023;;01/02/2021
Material_ID_582;MAKE UP;Range_6;Nature_6;Sub_Brand_6;Franchise_147;LIPSTICK;ACTIVE;FALL21;01/09/2023;;01/09/2021
Material_ID_583;MAKE UP;Range_9;Nature_18;Sub_Brand_21;Franchise_73;POLISH;ACTIVE;SUM20;01/02/2024;;01/04/2020
Material_ID_584;FRAGRANCE;Range_16;Nature_38;Sub_Brand_53;Franchise_136;ALCOHOL;ACTIVE;SUMBIS20;01/04/2023;;01/06/2020
Material_ID_585;FRAGRANCE;Range_16;Nature_38;Sub_Brand_53;Franchise_136;ALCOHOL;ACTIVE;SUMBIS20;01/04/2023;;01/06/2020
Material_ID_586;FRAGRANCE;Range_16;Nature_38;Sub_Brand_53;Franchise_136;ALCOHOL;ACTIVE;SUMBIS20;01/04/2023;;01/06/2020
Material_ID_587;FRAGRANCE;Range_16;Nature_38;Sub_Brand_53;Franchise_136;ALCOHOL;ACTIVE;SUMBIS20;01/04/2023;;01/06/2020
Material_ID_588;MAKE UP;Range_6;Nature_7;Sub_Brand_7;Franchise_148;LIQUID LIPSTICK;ACTIVE;SUM21;;;01/04/2021
Material_ID_589;MAKE UP;Range_6;Nature_7;Sub_Brand_7;Franchise_148;LIQUID LIPSTICK;ACTIVE;SUM21;;;01/04/2021
Material_ID_590;MAKE UP;Range_1;Nature_1;Sub_Brand_1;Franchise_142;CRAYON;ACTIVE;SP21;01/04/2024;;01/02/2021
Material_ID_591;MAKE UP;Range_8;Nature_22;Sub_Brand_25;Franchise_143;LIQUID FOUNDATION;ACTIVE;FALL20;01/09/2024;;01/09/2020
Material_ID_592;MAKE UP;Range_8;Nature_22;Sub_Brand_25;Franchise_143;LIQUID FOUNDATION;ACTIVE;FALL20;01/09/2022;;01/09/2020
Material_ID_593;MAKE UP;Range_6;Nature_25;Sub_Brand_30;Franchise_144;GLOSS;ACTIVE;SUMBIS20;;;01/06/2020
Material_ID_594;MAKE UP;Range_6;Nature_25;Sub_Brand_30;Franchise_144;GLOSS;ACTIVE;SUMBIS20;;;01/06/2020
Material_ID_595;SKINCARE;Range_3;Nature_40;Sub_Brand_57;Franchise_149;BATH;ACTIVE;FALL20;01/02/2023;01/02/2023;01/09/2020
Material_ID_596;SKINCARE;Range_3;Nature_40;Sub_Brand_57;Franchise_149;BATH;ACTIVE;FALL20;01/02/2023;01/02/2023;01/09/2020
Material_ID_597;SKINCARE;Range_3;Nature_40;Sub_Brand_58;Franchise_149;BATH;ACTIVE;SUMBIS20;01/02/2023;01/02/2023;01/06/2020
Material_ID_598;MAKE UP;Range_1;Nature_1;Sub_Brand_1;Franchise_142;CRAYON;ACTIVE;SP21;01/04/2024;;01/02/2021
Material_ID_599;MAKE UP;Range_8;Nature_22;Sub_Brand_25;Franchise_143;LIQUID FOUNDATION;ACTIVE;FALL20;01/09/2024;;01/09/2020
Material_ID_600;MAKE UP;Range_1;Nature_1;Sub_Brand_1;Franchise_142;CRAYON;ACTIVE;SP21;01/04/2024;;01/02/2021
Material_ID_601;MAKE UP;Range_1;Nature_1;Sub_Brand_1;Franchise_142;CRAYON;ACTIVE;SP21;01/04/2024;;01/02/2021
Material_ID_602;MAKE UP;Range_8;Nature_22;Sub_Brand_25;Franchise_143;LIQUID FOUNDATION;ACTIVE;FALL20;01/09/2024;;01/09/2020
Material_ID_603;MAKE UP;Range_8;Nature_22;Sub_Brand_25;Franchise_143;LIQUID FOUNDATION;ACTIVE;FALL20;01/09/2024;;01/09/2020
Material_ID_604;MAKE UP;Range_8;Nature_22;Sub_Brand_25;Franchise_143;LIQUID FOUNDATION;ACTIVE;FALL20;01/09/2024;;01/09/2020
Material_ID_605;MAKE UP;Range_8;Nature_22;Sub_Brand_25;Franchise_143;LIQUID FOUNDATION;ACTIVE;FALL20;01/09/2024;;01/09/2020
Material_ID_606;MAKE UP;Range_8;Nature_22;Sub_Brand_25;Franchise_143;LIQUID FOUNDATION;ACTIVE;FALL20;01/09/2024;;01/09/2020
Material_ID_607;MAKE UP;Range_8;Nature_22;Sub_Brand_25;Franchise_143;LIQUID FOUNDATION;ACTIVE;FALL20;01/09/2024;;01/09/2020
Material_ID_608;MAKE UP;Range_1;Nature_1;Sub_Brand_1;Franchise_6;CRAYON;ACTIVE;SP20;01/02/2023;01/06/2023;01/02/2020
Material_ID_609;SKINCARE;Range_3;Nature_40;Sub_Brand_59;Franchise_149;BATH;ACTIVE;SUMBIS20;01/02/2023;01/06/2023;01/06/2020
Material_ID_610;SKINCARE;Range_3;Nature_40;Sub_Brand_59;Franchise_149;BATH;ACTIVE;SUMBIS20;01/02/2023;01/06/2023;01/06/2020
Material_ID_611;SKINCARE;Range_3;Nature_40;Sub_Brand_60;Franchise_149;BATH;ACTIVE;SUMBIS20;01/02/2023;01/06/2023;01/06/2020
Material_ID_612;MAKE UP;Range_6;Nature_6;Sub_Brand_6;Franchise_147;LIPSTICK;ACTIVE;FALL21;01/09/2023;;01/09/2021
Material_ID_613;SKINCARE;Range_12;Nature_19;Sub_Brand_40;Franchise_150;BODY MOISTURIZERS;ACTIVE;SP22;01/02/2024;;01/02/2022
Material_ID_614;MAKE UP;Range_1;Nature_26;Sub_Brand_61;Franchise_151;MINI PALETTE;ACTIVE;FALL20;01/02/2023;01/02/2023;01/09/2020
Material_ID_615;MAKE UP;Range_6;Nature_6;Sub_Brand_6;Franchise_147;LIPSTICK;ACTIVE;FALL21;01/09/2023;;01/09/2021
Material_ID_616;SKINCARE;Range_12;Nature_21;Sub_Brand_62;Franchise_152;SUN;ACTIVE;SP21;;;01/02/2021
Material_ID_617;ACCESSORIES;Range_4;Nature_4;Sub_Brand_4;Franchise_153;MAKE UP BRUSH SINGLE;ACTIVE;SP20;;;01/02/2020
Material_ID_618;ACCESSORIES;Range_4;Nature_4;Sub_Brand_4;Franchise_153;MAKE UP BRUSH SINGLE;ACTIVE;SP20;;;01/02/2020
Material_ID_619;MAKE UP;Range_9;Nature_18;Sub_Brand_21;Franchise_73;POLISH;ACTIVE;SUM20;01/02/2024;;01/04/2020
Material_ID_620;MAKE UP;Range_9;Nature_18;Sub_Brand_21;Franchise_73;POLISH;ACTIVE;SUM20;01/02/2024;;01/04/2020
Material_ID_621;MAKE UP;Range_9;Nature_18;Sub_Brand_21;Franchise_73;POLISH;ACTIVE;SUM20;01/02/2024;;01/04/2020
Material_ID_622;MAKE UP;Range_9;Nature_18;Sub_Brand_21;Franchise_73;POLISH;ACTIVE;SUM20;01/02/2024;;01/04/2020
Material_ID_623;MAKE UP;Range_8;Nature_9;Sub_Brand_38;Franchise_131;;ACTIVE;SP21;01/04/2023;;01/02/2021
Material_ID_624;MAKE UP;Range_6;Nature_7;Sub_Brand_7;Franchise_148;LIQUID LIPSTICK;ACTIVE;SUM21;;;01/04/2021
Material_ID_625;MAKE UP;Range_6;Nature_7;Sub_Brand_7;Franchise_148;LIQUID LIPSTICK;ACTIVE;SUM21;;;01/04/2021
Material_ID_626;MAKE UP;Range_6;Nature_7;Sub_Brand_7;Franchise_148;LIQUID LIPSTICK;ACTIVE;SUM21;;;01/04/2021
Material_ID_627;MAKE UP;Range_6;Nature_25;Sub_Brand_30;Franchise_144;GLOSS;ACTIVE;SUMBIS20;;;01/06/2020
Material_ID_628;MAKE UP;Range_6;Nature_25;Sub_Brand_30;Franchise_144;GLOSS;ACTIVE;SUMBIS20;01/02/2023;01/09/2023;01/06/2020
Material_ID_629;MAKE UP;Range_8;Nature_22;Sub_Brand_25;Franchise_143;LIQUID FOUNDATION;ACTIVE;FALL20;01/09/2024;;01/09/2020
Material_ID_630;MAKE UP;Range_8;Nature_22;Sub_Brand_25;Franchise_143;LIQUID FOUNDATION;ACTIVE;FALL20;01/09/2024;;01/09/2020
Material_ID_631;MAKE UP;Range_8;Nature_22;Sub_Brand_25;Franchise_143;LIQUID FOUNDATION;ACTIVE;FALL20;01/09/2024;;01/09/2020
Material_ID_632;MAKE UP;Range_8;Nature_22;Sub_Brand_25;Franchise_143;LIQUID FOUNDATION;ACTIVE;FALL20;01/09/2024;;01/09/2020
Material_ID_633;MAKE UP;Range_8;Nature_9;Sub_Brand_38;Franchise_131;;ACTIVE;SP21;01/04/2023;;01/02/2021
Material_ID_634;MAKE UP;Range_8;Nature_9;Sub_Brand_38;Franchise_131;;ACTIVE;SP21;01/04/2023;;01/02/2021
Material_ID_635;MAKE UP;Range_8;Nature_9;Sub_Brand_38;Franchise_131;;ACTIVE;SP21;01/04/2023;;01/02/2021
Material_ID_636;MAKE UP;Range_8;Nature_9;Sub_Brand_38;Franchise_131;;ACTIVE;SP21;01/04/2023;;01/02/2021
Material_ID_637;MAKE UP;Range_8;Nature_9;Sub_Brand_38;Franchise_131;;ACTIVE;SP21;01/04/2023;;01/02/2021
Material_ID_638;SKINCARE;Range_3;Nature_40;Sub_Brand_57;Franchise_149;BATH;ACTIVE;FALL20;01/02/2023;01/02/2023;01/09/2020
Material_ID_639;SKINCARE;Range_3;Nature_40;Sub_Brand_58;Franchise_149;BATH;ACTIVE;SUMBIS20;01/02/2023;01/02/2023;01/06/2020
Material_ID_640;SKINCARE;Range_12;Nature_19;Sub_Brand_22;Franchise_154;OTHER MASKS;ACTIVE;SP21;01/02/2024;;01/02/2021
Material_ID_641;MAKE UP;Range_1;Nature_1;Sub_Brand_1;Franchise_142;CRAYON;ACTIVE;SP21;01/04/2024;;01/02/2021
Material_ID_642;MAKE UP;Range_1;Nature_16;Sub_Brand_19;Franchise_155;NON WATERPROOF;ACTIVE;SP21;01/09/2023;;01/02/2021
Material_ID_643;MAKE UP;Range_8;Nature_22;Sub_Brand_25;Franchise_143;LIQUID FOUNDATION;ACTIVE;FALL20;01/09/2024;;01/09/2020
Material_ID_644;MAKE UP;Range_8;Nature_22;Sub_Brand_25;Franchise_143;LIQUID FOUNDATION;ACTIVE;FALL20;01/09/2024;;01/09/2020
Material_ID_645;MAKE UP;Range_6;Nature_25;Sub_Brand_30;Franchise_144;GLOSS;ACTIVE;SUMBIS20;;;01/06/2020
Material_ID_646;MAKE UP;Range_6;Nature_25;Sub_Brand_30;Franchise_144;GLOSS;ACTIVE;SUMBIS20;;;01/06/2020
Material_ID_647;MAKE UP;Range_1;Nature_16;Sub_Brand_26;Franchise_109;NON WATERPROOF;ACTIVE;SP20;;;01/02/2020
Material_ID_648;SKINCARE;Range_12;Nature_19;Sub_Brand_22;Franchise_145;FIBER MASKS;ACTIVE;FALL20;01/02/2024;;01/09/2020
Material_ID_649;SKINCARE;Range_12;Nature_19;Sub_Brand_22;Franchise_145;FIBER MASKS;ACTIVE;FALL20;01/02/2024;;01/09/2020
Material_ID_650;MAKE UP;Range_6;Nature_25;Sub_Brand_30;Franchise_144;GLOSS;ACTIVE;SUMBIS20;;;01/06/2020
Material_ID_651;MAKE UP;Range_6;Nature_25;Sub_Brand_30;Franchise_144;GLOSS;ACTIVE;SUMBIS20;01/02/2023;;01/06/2020
Material_ID_652;MAKE UP;Range_8;Nature_41;Sub_Brand_63;Franchise_156;BRONZER;ACTIVE;SUM21;01/04/2024;;01/04/2021
Material_ID_653;MAKE UP;Range_8;Nature_22;Sub_Brand_25;Franchise_143;LIQUID FOUNDATION;ACTIVE;FALL20;01/09/2024;;01/09/2020
Material_ID_654;MAKE UP;Range_8;Nature_22;Sub_Brand_25;Franchise_143;LIQUID FOUNDATION;ACTIVE;FALL20;01/09/2024;;01/09/2020
Material_ID_655;MAKE UP;Range_8;Nature_22;Sub_Brand_25;Franchise_143;LIQUID FOUNDATION;ACTIVE;FALL20;01/09/2024;;01/09/2020
Material_ID_656;SKINCARE;Range_3;Nature_40;Sub_Brand_57;Franchise_149;BATH;ACTIVE;FALL20;01/02/2023;01/02/2023;01/09/2020
Material_ID_657;MAKE UP;Range_6;Nature_6;Sub_Brand_6;Franchise_147;LIPSTICK;ACTIVE;SP21;01/09/2023;;01/02/2021
Material_ID_658;MAKE UP;Range_6;Nature_6;Sub_Brand_6;Franchise_147;LIPSTICK;ACTIVE;SP21;01/09/2023;;01/02/2021
Material_ID_659;MAKE UP;Range_6;Nature_6;Sub_Brand_6;Franchise_147;LIPSTICK;ACTIVE;SP21;01/09/2023;;01/02/2021
Material_ID_660;MAKE UP;Range_6;Nature_6;Sub_Brand_6;Franchise_147;LIPSTICK;ACTIVE;SP21;01/09/2023;;01/02/2021
Material_ID_661;MAKE UP;Range_8;Nature_42;Sub_Brand_64;Franchise_157;SETTING SPRAY;ACTIVE;SP22;;;01/02/2022
Material_ID_662;SKINCARE;Range_3;Nature_40;Sub_Brand_65;Franchise_149;BATH;ACTIVE;SUMBIS20;01/02/2023;01/06/2023;01/06/2020
Material_ID_663;SKINCARE;Range_3;Nature_40;Sub_Brand_65;Franchise_149;BATH;ACTIVE;SUMBIS20;01/02/2023;01/06/2023;01/06/2020
Material_ID_664;SKINCARE;Range_3;Nature_40;Sub_Brand_66;Franchise_149;BATH;ACTIVE;SUMBIS20;01/02/2023;01/06/2023;01/06/2020
Material_ID_665;SKINCARE;Range_3;Nature_40;Sub_Brand_66;Franchise_149;BATH;ACTIVE;SUMBIS20;01/02/2023;01/06/2023;01/06/2020
Material_ID_666;SKINCARE;Range_3;Nature_40;Sub_Brand_67;Franchise_149;BATH;ACTIVE;SUMBIS20;01/02/2023;01/06/2023;01/06/2020
Material_ID_667;SKINCARE;Range_12;Nature_19;Sub_Brand_22;Franchise_154;OTHER MASKS;ACTIVE;SP21;01/02/2024;;01/02/2021
Material_ID_668;SKINCARE;Range_12;Nature_19;Sub_Brand_40;Franchise_150;BODY MOISTURIZERS;ACTIVE;SP22;01/02/2024;;01/02/2022
Material_ID_669;SKINCARE;Range_12;Nature_19;Sub_Brand_40;Franchise_150;BODY MOISTURIZERS;ACTIVE;SP22;01/02/2024;;01/02/2022
Material_ID_670;MAKE UP;Range_6;Nature_6;Sub_Brand_6;Franchise_147;LIPSTICK;ACTIVE;SP21;01/09/2023;;01/02/2021
Material_ID_671;MAKE UP;Range_6;Nature_7;Sub_Brand_7;Franchise_148;LIQUID LIPSTICK;ACTIVE;SUM21;;;01/04/2021
Material_ID_672;SKINCARE;Range_12;Nature_19;Sub_Brand_22;Franchise_158;OTHER MASKS;ACTIVE;SUM21;01/02/2024;;01/04/2021
Material_ID_673;MAKE UP;Range_1;Nature_26;Sub_Brand_61;Franchise_151;MINI PALETTE;ACTIVE;FALL20;01/02/2023;01/02/2023;01/09/2020
Material_ID_674;ACCESSORIES;Range_10;Nature_11;Sub_Brand_68;Franchise_48;HAIR TOOLS;;;;;
Material_ID_675;SKINCARE;Range_3;Nature_40;Sub_Brand_65;Franchise_149;BATH;ACTIVE;SUMBIS20;01/02/2023;01/06/2023;01/06/2020
Material_ID_676;SKINCARE;Range_3;Nature_40;Sub_Brand_66;Franchise_149;BATH;ACTIVE;SUMBIS20;01/02/2023;01/06/2023;01/06/2020
Material_ID_677;SKINCARE;Range_3;Nature_40;Sub_Brand_67;Franchise_149;BATH;ACTIVE;SUMBIS20;01/02/2023;01/06/2023;01/06/2020
Material_ID_678;SKINCARE;Range_3;Nature_40;Sub_Brand_69;Franchise_149;BATH;ACTIVE;SUMBIS20;01/02/2023;01/06/2023;01/06/2020
Material_ID_679;SKINCARE;Range_3;Nature_40;Sub_Brand_69;Franchise_149;BATH;ACTIVE;SUMBIS20;01/02/2023;01/06/2023;01/06/2020
Material_ID_680;SKINCARE;Range_3;Nature_40;Sub_Brand_69;Franchise_149;BATH;ACTIVE;SUMBIS20;01/02/2023;01/06/2023;01/06/2020
Material_ID_681;MAKE UP;Range_6;Nature_7;Sub_Brand_7;Franchise_148;LIQUID LIPSTICK;;;;;
Material_ID_682;MAKE UP;Range_6;Nature_6;Sub_Brand_6;Franchise_147;LIPSTICK;ACTIVE;FALL21;01/09/2023;;01/09/2021
Material_ID_683;ACCESSORIES;Range_4;Nature_4;Sub_Brand_4;Franchise_153;MAKE UP BRUSH SINGLE;ACTIVE;SP20;;;01/02/2020
Material_ID_684;MAKE UP;Range_1;Nature_1;Sub_Brand_1;Franchise_159;CRAYON;ACTIVE;SP21;01/09/2023;01/09/2023;01/02/2021
Material_ID_685;MAKE UP;Range_1;Nature_1;Sub_Brand_1;Franchise_159;CRAYON;ACTIVE;SP21;01/09/2023;01/09/2023;01/02/2021
Material_ID_686;MAKE UP;Range_6;Nature_7;Sub_Brand_7;Franchise_148;LIQUID LIPSTICK;ACTIVE;SUM21;;;01/04/2021
Material_ID_687;MAKE UP;Range_6;Nature_7;Sub_Brand_7;Franchise_148;LIQUID LIPSTICK;ACTIVE;SUM21;;;01/04/2021
Material_ID_688;MAKE UP;Range_6;Nature_7;Sub_Brand_7;Franchise_148;LIQUID LIPSTICK;ACTIVE;SUM21;;;01/04/2021
Material_ID_689;MAKE UP;Range_1;Nature_17;Sub_Brand_9;Franchise_160;LIQUID;ACTIVE;SP21;;;01/02/2021
Material_ID_690;MAKE UP;Range_6;Nature_25;Sub_Brand_30;Franchise_144;GLOSS;ACTIVE;SUMBIS20;;;01/06/2020
Material_ID_691;MAKE UP;Range_6;Nature_25;Sub_Brand_30;Franchise_144;GLOSS;ACTIVE;SUMBIS20;;;01/06/2020
Material_ID_692;MAKE UP;Range_6;Nature_25;Sub_Brand_30;Franchise_144;GLOSS;ACTIVE;SUMBIS20;01/02/2023;01/09/2023;01/06/2020
Material_ID_693;MAKE UP;Range_6;Nature_25;Sub_Brand_30;Franchise_144;GLOSS;ACTIVE;SUMBIS20;01/02/2023;01/09/2023;01/06/2020
Material_ID_694;MAKE UP;Range_6;Nature_25;Sub_Brand_30;Franchise_144;GLOSS;ACTIVE;SUMBIS20;;;01/06/2020
Material_ID_695;MAKE UP;Range_6;Nature_25;Sub_Brand_30;Franchise_144;GLOSS;ACTIVE;SUMBIS20;;;01/06/2020
Material_ID_696;MAKE UP;Range_6;Nature_25;Sub_Brand_30;Franchise_144;GLOSS;ACTIVE;SUMBIS20;01/02/2023;01/02/2023;01/06/2020
Material_ID_697;SKINCARE;Range_12;Nature_19;Sub_Brand_22;Franchise_145;FIBER MASKS;ACTIVE;FALL20;01/02/2024;;01/09/2020
Material_ID_698;ACCESSORIES;Range_4;Nature_4;Sub_Brand_4;Franchise_153;MAKE UP BRUSH SINGLE;ACTIVE;SP20;;;01/02/2020
Material_ID_699;ACCESSORIES;Range_4;Nature_4;Sub_Brand_4;Franchise_153;MAKE UP BRUSH SINGLE;ACTIVE;SP20;;;01/02/2020
Material_ID_700;ACCESSORIES;Range_4;Nature_4;Sub_Brand_4;Franchise_153;MAKE UP BRUSH SINGLE;ACTIVE;SP20;01/04/2023;;01/02/2020
Material_ID_701;ACCESSORIES;Range_4;Nature_4;Sub_Brand_4;Franchise_153;MAKE UP BRUSH SINGLE;ACTIVE;SP20;;;01/02/2020
Material_ID_702;ACCESSORIES;Range_4;Nature_4;Sub_Brand_4;Franchise_153;MAKE UP BRUSH SINGLE;ACTIVE;SP20;;;01/02/2020
Material_ID_703;SKINCARE;Range_12;Nature_19;Sub_Brand_35;Franchise_161;MOISTURIZERS;ACTIVE;FALL20;01/09/2022;01/09/2022;01/09/2020
Material_ID_704;SKINCARE;Range_3;Nature_40;Sub_Brand_58;Franchise_149;BATH;ACTIVE;SUMBIS20;01/02/2023;01/02/2023;01/06/2020
Material_ID_705;MAKE UP;Range_1;Nature_17;Sub_Brand_9;Franchise_160;LIQUID;ACTIVE;SP21;;;01/02/2021
Material_ID_706;MAKE UP;Range_1;Nature_17;Sub_Brand_9;Franchise_160;LIQUID;ACTIVE;SP21;;;01/02/2021
Material_ID_707;MAKE UP;Range_8;Nature_41;Sub_Brand_63;Franchise_162;BRONZER;ACTIVE;SUM21;01/04/2024;;01/04/2021
Material_ID_708;MAKE UP;Range_8;Nature_41;Sub_Brand_63;Franchise_156;BRONZER;ACTIVE;SUM21;01/04/2024;;01/04/2021
Material_ID_709;MAKE UP;Range_8;Nature_41;Sub_Brand_63;Franchise_156;BRONZER;ACTIVE;SUM21;01/04/2024;;01/04/2021
Material_ID_710;MAKE UP;Range_1;Nature_17;Sub_Brand_9;Franchise_160;LIQUID;ACTIVE;SP21;;;01/02/2021
Material_ID_711;MAKE UP;Range_1;Nature_17;Sub_Brand_9;Franchise_160;LIQUID;ACTIVE;SP21;;;01/02/2021
Material_ID_712;SKINCARE;Range_3;Nature_40;Sub_Brand_57;Franchise_149;BATH;ACTIVE;FALL20;01/02/2023;01/02/2023;01/09/2020
Material_ID_713;MAKE UP;Range_6;Nature_6;Sub_Brand_6;Franchise_147;LIPSTICK;ACTIVE;SP21;01/09/2023;;01/02/2021
Material_ID_714;MAKE UP;Range_6;Nature_6;Sub_Brand_6;Franchise_147;LIPSTICK;ACTIVE;SP21;01/09/2023;;01/02/2021
Material_ID_715;MAKE UP;Range_6;Nature_6;Sub_Brand_6;Franchise_147;LIPSTICK;ACTIVE;FALL21;01/09/2023;;01/09/2021
Material_ID_716;MAKE UP;Range_6;Nature_6;Sub_Brand_6;Franchise_147;LIPSTICK;ACTIVE;SP21;01/09/2023;;01/02/2021
Material_ID_717;MAKE UP;Range_6;Nature_6;Sub_Brand_6;Franchise_147;LIPSTICK;ACTIVE;SP21;01/09/2023;;01/02/2021
Material_ID_718;MAKE UP;Range_6;Nature_6;Sub_Brand_6;Franchise_147;LIPSTICK;ACTIVE;FALL21;01/09/2023;;01/09/2021
Material_ID_719;MAKE UP;Range_6;Nature_6;Sub_Brand_6;Franchise_147;LIPSTICK;ACTIVE;SP21;01/09/2023;;01/02/2021
Material_ID_720;MAKE UP;Range_6;Nature_6;Sub_Brand_6;Franchise_147;LIPSTICK;ACTIVE;FALL21;01/09/2023;;01/09/2021
Material_ID_721;MAKE UP;Range_6;Nature_6;Sub_Brand_6;Franchise_147;LIPSTICK;ACTIVE;SP21;01/09/2023;;01/02/2021
Material_ID_722;SKINCARE;Range_3;Nature_40;Sub_Brand_65;Franchise_149;BATH;ACTIVE;SUMBIS20;01/02/2023;01/06/2023;01/06/2020
Material_ID_723;SKINCARE;Range_3;Nature_40;Sub_Brand_66;Franchise_149;BATH;ACTIVE;SUMBIS20;01/02/2023;01/06/2023;01/06/2020
Material_ID_724;SKINCARE;Range_3;Nature_40;Sub_Brand_58;Franchise_149;BATH;ACTIVE;SUMBIS20;01/02/2023;01/02/2023;01/06/2020
Material_ID_725;MAKE UP;Range_6;Nature_7;Sub_Brand_7;Franchise_148;LIQUID LIPSTICK;ACTIVE;SUM21;;;01/04/2021
Material_ID_726;MAKE UP;Range_6;Nature_7;Sub_Brand_7;Franchise_148;LIQUID LIPSTICK;ACTIVE;SUM21;;;01/04/2021
Material_ID_727;MAKE UP;Range_1;Nature_1;Sub_Brand_1;Franchise_159;CRAYON;ACTIVE;SP21;01/09/2023;01/09/2023;01/02/2021
Material_ID_728;MAKE UP;Range_1;Nature_1;Sub_Brand_1;Franchise_159;CRAYON;ACTIVE;SP21;01/09/2023;01/09/2023;01/02/2021
Material_ID_729;MAKE UP;Range_6;Nature_7;Sub_Brand_7;Franchise_148;LIQUID LIPSTICK;ACTIVE;SUM21;;;01/04/2021
Material_ID_730;SKINCARE;Range_3;Nature_40;Sub_Brand_26;Franchise_149;BATH;ACTIVE;FALL20;01/02/2023;01/06/2023;01/09/2020
Material_ID_731;SKINCARE;Range_3;Nature_40;Sub_Brand_59;Franchise_149;BATH;ACTIVE;SUMBIS20;01/02/2023;01/06/2023;01/06/2020
Material_ID_732;SKINCARE;Range_3;Nature_40;Sub_Brand_69;Franchise_149;BATH;ACTIVE;SUMBIS20;01/02/2023;01/06/2023;01/06/2020
Material_ID_733;SKINCARE;Range_3;Nature_40;Sub_Brand_60;Franchise_149;BATH;ACTIVE;SUMBIS20;01/02/2023;01/06/2023;01/06/2020
